LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
2825.847450797558,12.235020196437835,3316.819667816162,-47.70673275411129
2825.8629168868065,12.235066587924958,3316.832113265991,-47.70699020326138
2825.87816816926,12.235109113454818,3316.8439149856567,-47.70725837945938
2825.8927750313283,12.23515163898468,3316.854429244995,-47.70750510156155
2825.906737473011,12.235192875862122,3316.8647289276123,-47.70775182366371
2825.9196258807183,12.235234112739564,3316.8750286102295,-47.70798781871796
2825.9322994816303,12.235270195007324,3316.8848991394043,-47.70822381377221
2825.9445434689524,12.235306277275086,3316.8939113616943,-47.708449081778525
2825.956572649479,12.235339782238007,3316.9031381607056,-47.70864216864109
2825.967742602825,12.235374575853347,3316.911721229553,-47.708824528455736
2825.978268135786,12.235406792163849,3316.9196605682373,-47.7090176153183
2825.988793668747,12.235437719821931,3316.927170753479,-47.70919997513295
2825.9988895881174,12.235467358827592,3316.9353246688843,-47.70938233494759
2826.0087707006933,12.235496997833252,3316.942620277405,-47.709564694762236
2826.017792586088,12.235522770881653,3316.9499158859253,-47.709725600481036
2826.0268144714832,12.235548543930054,3316.9569969177246,-47.709865052104
2826.035406743288,12.235575605630874,3316.963219642639,-47.71003668487072
2826.0435694015027,12.235598801374437,3316.9694423675537,-47.710176136493686
2826.051087639332,12.235623285770417,3316.975450515747,-47.710326315164565
2826.0590354907513,12.235645192861558,3316.9814586639404,-47.71046576678753
2826.06612411499,12.235667099952698,3316.9870376586914,-47.710583764314656
2826.0732127392293,12.23568771839142,3316.991972923279,-47.710701761841776
2826.079871749878,12.23570833683014,3316.996908187866,-47.710819759368896
2826.0863159537316,12.23572637796402,3317.002487182617,-47.7109806650877
2826.0925453507903,12.23574570775032,3317.006778717041,-47.711066481471065
2826.0989895546436,12.235762460231781,3317.011499404907,-47.71116302490235
2826.104789338112,12.235779212713242,3317.01557636261,-47.711270295381546
2826.1097298943996,12.235795965194702,3317.020297050476,-47.71135611176491
2826.1153148710728,12.235811429023743,3317.0239448547363,-47.711474109292034
2826.1202554273605,12.235826892852783,3317.028021812439,-47.711559925675395
2826.125195983648,12.235842356681824,3317.031455039978,-47.711635015010835
2826.129706926346,12.235856531858445,3317.034888267517,-47.71171010434628
2826.1346474826337,12.235870707035065,3317.0389652252197,-47.71180664777756
2826.139158425331,12.235883593559265,3317.0421838760376,-47.71184955596924
2826.1430249476434,12.235895191431046,3317.0456171035767,-47.71195682644844
2826.1473210835456,12.235908077955246,3317.048192024231,-47.712010461688045
2826.151187605858,12.235919675827027,3317.051410675049,-47.712085551023485
2826.15505412817,12.235929985046386,3317.0542001724243,-47.71213918626309
2826.158705843687,12.235940294265747,3317.057204246521,-47.71221427559853
2826.162142752409,12.235950603485108,3317.059564590454,-47.71227863788605
2826.1653648543356,12.235960912704469,3317.062783241272,-47.71235372722149
2826.168157342672,12.23596993327141,3317.0647144317627,-47.71238590836525
2826.171164637804,12.235978953838348,3317.067074775696,-47.712418089509015
2826.1739571261405,12.235989263057709,3317.0690059661865,-47.71248245179653
2826.1771792280674,12.23599699497223,3317.0711517333984,-47.71252535998821
2826.179756909609,12.23600472688675,3317.0737266540527,-47.71255754113198
2826.1823345911503,12.23601245880127,3317.0754432678223,-47.712621903419496
2826.1846974658965,12.23602019071579,3317.077589035034,-47.71266481161118
2826.187060340643,12.23602663397789,3317.0790910720825,-47.7127291738987
2826.189638022184,12.236033077239991,3317.0810222625732,-47.71277208209038
2826.1915712833406,12.23603823184967,3317.082738876343,-47.71280426323414
2826.1937193512917,12.236045963764191,3317.08402633667,-47.7128364443779
2826.1956526124477,12.23605240702629,3317.0855283737183,-47.71287935256958
2826.198015487194,12.236057561635972,3317.087459564209,-47.71292226076126
2826.199733941555,12.236064004898072,3317.088532447815,-47.712943714857104
2826.201452395916,12.236069159507752,3317.0902490615845,-47.712986623048785
2826.203385657072,12.236074314117433,3317.0915365219116,-47.713029531240466
2826.2053189182284,12.236079468727112,3317.09303855896,-47.71304025828839
2826.2063929522037,12.236084623336792,3317.094111442566,-47.713072439432146
2826.20789659977,12.236088489294053,3317.0949697494507,-47.713104620575905
2826.2096150541306,12.236092355251312,3317.0958280563354,-47.713104620575905
2826.2113335084914,12.236097509860993,3317.0969009399414,-47.713147528767585
2826.2126223492623,12.236101375818253,3317.098617553711,-47.713190436959266
2826.2136963832377,12.236105241775514,3317.099690437317,-47.71320116400719
2826.2147704172135,12.236107819080352,3317.1003341674805,-47.71322261810303
2826.2160592579844,12.236112973690034,3317.1011924743652,-47.71325479924679
2826.21756290555,12.236116839647293,3317.10205078125,-47.71325479924679
2826.218636939526,12.236119416952134,3317.103338241577,-47.71327625334263
2826.219496166706,12.236121994256974,3317.104196548462,-47.71329770743847
2826.2203553938866,12.236124571561813,3317.1046257019043,-47.71329770743847
2826.2212146210672,12.236128437519074,3317.105269432068,-47.71330843448639
2826.2222886550426,12.236131014823915,3317.106342315674,-47.71332988858223
2826.223147882223,12.236133592128754,3317.106771469116,-47.713362069725996
2826.224007109404,12.236136169433594,3317.107629776001,-47.71338352382183
2826.224866336584,12.236138746738435,3317.1080589294434,-47.713404977917676
2826.2257255637646,12.236141324043274,3317.1084880828857,-47.71341570496559
2826.22636998415,12.236143901348115,3317.108917236328,-47.713437159061435
2826.2272292113303,12.236146478652955,3317.1093463897705,-47.71345861315727
2826.2278736317157,12.236147767305374,3317.109990119934,-47.71345861315727
2826.2291624724867,12.236150344610214,3317.1104192733765,-47.713469340205194
2826.2298068928717,12.236151633262635,3317.1114921569824,-47.713469340205194
2826.230451313257,12.236154210567475,3317.111921310425,-47.71349079430104
2826.2308809268475,12.236154210567475,3317.112350463867,-47.713512248396874
2826.231525347233,12.236156787872314,3317.1127796173096,-47.713512248396874
2826.2321697676184,12.236158076524735,3317.1129941940308,-47.71350152134895
2826.2328141880034,12.236160653829575,3317.113423347473,-47.71350152134895
2826.2332438015937,12.236161942481996,3317.1138525009155,-47.71353370249272
2826.233673415184,12.236164519786835,3317.114281654358,-47.71354442954063
2826.2341030287744,12.236164519786835,3317.1147108078003,-47.71354442954063
2826.2345326423647,12.236167097091675,3317.1149253845215,-47.71354442954063
2826.234962255955,12.236169674396516,3317.115569114685,-47.713555156588555
2826.23560667634,12.236169674396516,3317.1159982681274,-47.713598064780236
2826.2360362899303,12.236172251701355,3317.1162128448486,-47.713598064780236
2826.2364659035206,12.236173540353775,3317.116641998291,-47.71360879182816
2826.236895517111,12.236174829006195,3317.1170711517334,-47.71360879182816
2826.2373251307013,12.236174829006195,3317.1170711517334,-47.71361951887608
2826.2375399374964,12.236174829006195,3317.117500305176,-47.713630245924
2826.2377547442916,12.236177406311036,3317.117929458618,-47.71365170001984
2826.2377547442916,12.236177406311036,3317.117714881897,-47.71365170001984
2826.2381843578814,12.236177406311036,3317.1183586120605,-47.71365170001984
2826.2386139714718,12.236177406311036,3317.1183586120605,-47.71365170001984
2826.239043585062,12.236179983615875,3317.1185731887817,-47.71365170001984
2826.239258391857,12.236179983615875,3317.118787765503,-47.71366242706776
2826.2394731986524,12.236181272268295,3317.118787765503,-47.71367315411568
2826.2394731986524,12.236181272268295,3317.1192169189453,-47.71367315411568
2826.2394731986524,12.236181272268295,3317.1192169189453,-47.7136838811636
2826.2396880054475,12.236182560920716,3317.119002342224,-47.71367315411568
2826.2396880054475,12.236182560920716,3317.1194314956665,-47.7136838811636
2826.2399028122427,12.236182560920716,3317.1194314956665,-47.7136838811636
2826.2399028122427,12.236182560920716,3317.119860649109,-47.71369460821152
2826.240117619038,12.236183849573136,3317.12007522583,-47.71369460821152
2826.240332425833,12.236185138225556,3317.12007522583,-47.71369460821152
2826.2405472326277,12.236185138225556,3317.1202898025513,-47.71371606230736
2826.240976846218,12.236185138225556,3317.1205043792725,-47.71370533525944
2826.2414064598083,12.236186426877977,3317.1205043792725,-47.71369460821152
2826.2418360733986,12.236186426877977,3317.1207189559937,-47.71370533525944
2826.242050880194,12.236187715530395,3317.1207189559937,-47.71370533525944
2826.242480493784,12.236187715530395,3317.120933532715,-47.71370533525944
2826.2426953005793,12.236189004182815,3317.120933532715,-47.71370533525944
2826.2426953005793,12.236190292835236,3317.121148109436,-47.71369460821152
2826.2429101073744,12.236190292835236,3317.121148109436,-47.71370533525944
2826.2431249141696,12.236190292835236,3317.121362686157,-47.7136838811636
2826.2431249141696,12.236191581487656,3317.121362686157,-47.71369460821152
2826.2433397209643,12.236191581487656,3317.121362686157,-47.7136838811636
2826.2433397209643,12.236192870140076,3317.1215772628784,-47.7136838811636
2826.2433397209643,12.236192870140076,3317.1215772628784,-47.71369460821152
2826.2433397209643,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.1217918395996,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71370533525944
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71367315411568
2826.2435545277594,12.236192870140076,3317.122006416321,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122220993042,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122220993042,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71367315411568
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71367315411568
2826.2435545277594,12.236192870140076,3317.122435569763,-47.7136838811636
2826.2437693345546,12.236192870140076,3317.122220993042,-47.71367315411568
2826.2435545277594,12.236192870140076,3317.1228647232056,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122220993042,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122220993042,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.71369460821152
2826.2435545277594,12.236192870140076,3317.122006416321,-47.7136838811636
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71370533525944
2826.2435545277594,12.236192870140076,3317.1228647232056,-47.71371606230736
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71370533525944
2826.2435545277594,12.236192870140076,3317.1228647232056,-47.71370533525944
2826.2435545277594,12.236192870140076,3317.122435569763,-47.71371606230736
2826.2435545277594,12.236194158792497,3317.1228647232056,-47.71370533525944
2826.2437693345546,12.236194158792497,3317.1230792999268,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2439841413498,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2439841413498,12.236195447444917,3317.123293876648,-47.71374824345112
2826.2437693345546,12.236195447444917,3317.123508453369,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2439841413498,12.236195447444917,3317.123508453369,-47.71372678935528
2826.2439841413498,12.236195447444917,3317.123508453369,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
