LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2439841413498,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123508453369,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123508453369,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2439841413498,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2439841413498,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2439841413498,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.71372678935528
2826.2439841413498,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.1230792999268,-47.7137375164032
2826.2437693345546,12.236195447444917,3317.123293876648,-47.7137375164032
